date,EnergyMWh,DemandMW,year,month,dayofyear,dayofweek,weekofyear,quarterofyear,is_weekend,season,Energy_rolling30,DeficitMW
2021-03-04,313.7859044496001,29355.539426017604,2021,3,63,3,9,1,0,Summer,592.7377436066594,29041.753521568004
2021-03-05,597.2759599910402,29983.58139218922,2021,3,64,4,9,1,0,Summer,604.8741971235744,29386.30543219818
2021-03-06,476.00350505452815,26638.931944169417,2021,3,65,5,9,1,1,Summer,599.1026923791361,26162.92843911489
2021-03-07,136.06910927913603,26687.55368894389,2021,3,66,6,9,1,1,Summer,571.6920976804225,26551.484579664757
2021-03-08,964.3445122449601,29641.599557205718,2021,3,67,0,10,1,0,Summer,581.7711186124993,28677.25504496076
2021-03-09,738.4543021912322,29795.55963008801,2021,3,68,1,10,1,0,Summer,582.254696689776,29057.105327896777
2021-03-10,512.9866445489281,29932.14147029703,2021,3,69,2,10,1,0,Summer,570.7435754278368,29419.1548257481
2021-03-11,156.835786957344,30270.915215071505,2021,3,70,3,10,1,0,Summer,545.5297246059937,30114.07942811416
2021-03-12,764.5552138889282,29975.542896589657,2021,3,71,4,10,1,0,Summer,548.4473463243456,29210.98768270073
2021-03-13,870.8350317289921,27308.985839658966,2021,3,72,5,10,1,1,Summer,566.808321901853,26438.150807929975
2021-03-14,586.4675416174082,27512.7296320132,2021,3,73,6,10,1,1,Summer,573.5148767184672,26926.262090395794
2021-03-15,811.5535165288321,30326.839095984596,2021,3,74,0,11,1,0,Summer,576.1865628829728,29515.285579455765
2021-03-16,468.23216579884814,30590.04788778878,2021,3,75,1,11,1,0,Summer,571.5743366485153,30121.815721989933
2021-03-17,513.8429907124802,30643.787756875685,2021,3,76,2,11,1,0,Summer,569.8309005617186,30129.944766163204
2021-03-18,747.6741186963841,30415.660875962596,2021,3,77,3,11,1,0,Summer,571.5920294149824,29667.98675726621
2021-03-19,684.7624347284161,30464.86051210121,2021,3,78,4,11,1,0,Summer,579.0874678272289,29780.098077372797
2021-03-20,671.705486787456,27367.441160341034,2021,3,79,5,11,1,1,Summer,594.4263788837088,26695.735673553576
2021-03-21,813.911148100512,27673.991854235424,2021,3,80,6,11,1,1,Summer,618.4803382956001,26860.08070613491
2021-03-22,696.658910311584,31349.10359350935,2021,3,81,0,12,1,0,Summer,616.4321427814177,30652.444683197766
2021-03-23,480.1330856329921,31080.088421892186,2021,3,82,1,12,1,0,Summer,618.5932280798689,30599.955336259194
2021-03-24,256.92319462867204,31336.546685643563,2021,3,83,2,12,1,0,Summer,605.6375916327265,31079.623491014892
2021-03-25,636.7284473267521,31685.04425660066,2021,3,84,3,12,1,0,Summer,597.9292009802497,31048.315809273907
2021-03-26,778.6817448981121,31087.2681980198,2021,3,85,4,12,1,0,Summer,603.4707026653538,30308.586453121687
2021-03-27,570.7028248416002,28596.73926430143,2021,3,86,5,12,1,1,Summer,588.5362242571681,28026.03643945983
2021-03-28,744.3740444912642,28543.36082728273,2021,3,87,6,12,1,1,Summer,586.8721892164033,27798.986782791464
2021-03-29,735.245814413088,31676.7246210121,2021,3,88,0,13,1,0,Summer,584.7437357581249,30941.478806599014
2021-03-30,726.157844020224,31358.71023212321,2021,3,89,1,13,1,0,Summer,585.9359452964161,30632.552388102984
2021-03-31,507.787306617888,31303.422741474144,2021,3,90,2,13,1,0,Summer,578.7273237375169,30795.635434856256
2021-04-01,667.948351869216,32233.990821232124,2021,4,91,3,13,2,0,Summer,595.2301289345666,31566.042469362907
2021-04-02,838.3756168751042,32461.826173817382,2021,4,92,4,13,2,0,Summer,615.6337519743842,31623.450556942276
2021-04-03,668.8974173080321,28732.73410561056,2021,4,93,5,13,2,1,Summer,627.4708024029985,28063.83668830253
2021-04-04,700.0071741400321,29098.167639438943,2021,4,94,6,13,2,1,Summer,630.8951762079649,28398.16046529891
2021-04-05,627.5502847817281,32064.32744059406,2021,4,95,0,14,2,0,Summer,635.9467355322049,31436.77715581233
2021-04-06,420.5729768961601,32642.897344884488,2021,4,96,1,14,2,0,Summer,645.4301977861056,32222.324367988327
2021-04-07,229.339645948512,32125.074274752475,2021,4,97,2,14,2,0,Summer,620.9300355762241,31895.734628803963
2021-04-08,958.3406777450882,32025.02810451045,2021,4,98,3,14,2,0,Summer,628.2595814280193,31066.687426765362
2021-04-09,505.94215818326416,32613.93283168317,2021,4,99,4,14,2,0,Summer,628.0247652158305,32107.990673499906
2021-04-10,649.1267747015041,29471.19573789879,2021,4,100,5,14,2,1,Summer,644.4344648073024,28822.068963197285
2021-04-11,620.1965308334401,29250.96062981298,2021,4,101,6,14,2,1,Summer,639.6225087054529,28630.76409897954
2021-04-12,771.7271892580801,32732.575493949393,2021,4,102,0,15,2,0,Summer,636.3189139564224,31960.848304691313
2021-04-13,191.60751945139205,33037.995246149614,2021,4,103,1,15,2,0,Summer,623.1569132175554,32846.38772669822
2021-04-14,991.0386007346881,33112.38061193619,2021,4,104,2,15,2,0,Summer,629.1397493577505,32121.3420112015
2021-04-15,1007.7154346666882,33085.88017271727,2021,4,105,3,15,2,0,Summer,647.1225249866785,32078.164738050582
2021-04-16,933.8297621906883,32951.51816364136,2021,4,106,4,15,2,0,Summer,661.1220840359521,32017.688401450672
2021-04-17,859.0648251588482,30295.192970022003,2021,4,107,5,15,2,1,Summer,664.835107584701,29436.128144863156
2021-04-18,633.1497795849601,30188.81208580858,2021,4,108,6,15,2,1,Summer,663.1146857465858,29555.662306223618
2021-04-19,657.183068872704,33448.63658855885,2021,4,109,0,16,2,0,Summer,662.6306051494273,32791.45351968615
2021-04-20,196.10980711660804,33529.5397890539,2021,4,110,1,16,2,0,Summer,642.0372271166306,33333.4299819373
2021-04-21,309.0641056430401,33665.392648514855,2021,4,111,2,16,2,0,Summer,629.1174002943458,33356.328542871815
2021-04-22,693.2395384675201,33929.76650027503,2021,4,112,3,16,2,0,Summer,636.2209487221633,33236.52696180751
2021-04-23,804.3721298046721,33584.470286028605,2021,4,113,4,16,2,0,Summer,654.4692465613632,32780.09815622393
2021-04-24,700.7328941817601,30746.110104235424,2021,4,114,5,16,2,1,Summer,656.6027281231969,30045.377210053663
2021-04-25,608.594944373856,30785.20157508251,2021,4,115,6,16,2,1,Summer,650.9331681057217,30176.60663070865
2021-04-26,589.7129776781761,33994.43731105611,2021,4,116,0,17,2,0,Summer,651.5668398669409,33404.72433337793
2021-04-27,889.5826251892802,33983.58880528053,2021,4,117,1,17,2,0,Summer,656.4071258902081,33094.00618009125
2021-04-28,889.5042843730561,34270.22004345434,2021,4,118,2,17,2,0,Summer,661.5490748888737,33380.715759081286
2021-04-29,806.677476070752,33401.944546754676,2021,4,119,3,17,2,0,Summer,664.2330626238913,32595.267070683924
2021-04-30,652.9280907029762,34325.60983388339,2021,4,120,4,17,2,0,Summer,669.071088760061,33672.681743180416
2021-05-01,659.0660370117122,34086.7630910341,2021,5,121,5,17,2,1,Summer,668.775011598144,33427.69705402239
2021-05-02,558.434775019968,34059.30821149615,2021,5,122,6,17,2,1,Summer,659.443650202973,33500.873436476184
2021-05-03,708.3936500160961,37689.33784488448,2021,5,123,0,18,2,0,Summer,660.7601912932417,36980.94419486839
2021-05-04,632.2259853771842,37905.440756600656,2021,5,124,1,18,2,0,Summer,658.5008183344801,37273.21477122347
2021-05-05,468.6815580004801,37453.19145379538,2021,5,125,2,18,2,0,Summer,653.2051941084386,36984.5098957949
2021-05-06,364.55903186947205,37846.988592409245,2021,5,126,3,18,2,0,Summer,651.3380626075489,37482.42956053977
2021-05-07,944.7281984321281,38007.618673817386,2021,5,127,4,18,2,0,Summer,675.1843476903362,37062.890475385255
2021-05-08,814.3872058080001,34768.08905995599,2021,5,128,5,18,2,1,Summer,670.3858986257666,33953.70185414799
2021-05-09,940.0301894396163,34541.25247277228,2021,5,129,6,18,2,1,Summer,684.855499667645,33601.22228333266
2021-05-10,720.1906963764482,38195.39499614961,2021,5,130,0,19,2,0,Summer,687.2242970568097,37475.20429977316
2021-05-11,999.1036962656642,38598.74343564356,2021,5,131,1,19,2,0,Summer,699.8545359045505,37599.6397393779
2021-05-12,966.1750207940162,38758.08636248625,2021,5,132,2,19,2,0,Summer,706.3361302890818,37791.911341692234
2021-05-13,797.9855668678081,38456.50357893289,2021,5,133,3,19,2,0,Summer,726.5487318696289,37658.518012065084
2021-05-14,813.0622961640962,38795.32262623763,2021,5,134,4,19,2,0,Summer,720.6161883839426,37982.26033007353
2021-05-15,961.3984095587523,34993.45211303631,2021,5,135,5,19,2,1,Summer,719.0722875470112,34032.053703477555
2021-05-16,775.625755927968,35003.12065814081,2021,5,136,6,19,2,1,Summer,713.7988206715874,34227.49490221284
2021-05-17,741.2206305683521,38666.47735176017,2021,5,137,0,20,2,0,Summer,709.870680851904,37925.25672119182
2021-05-18,816.8250081816001,38855.74706985698,2021,5,138,1,20,2,0,Summer,715.993188471792,38038.92206167538
2021-05-19,772.297360515648,38837.82367409241,2021,5,139,2,20,2,0,Summer,719.830331526557,38065.52631357676
2021-05-20,793.7259701627521,38796.257069031904,2021,5,140,3,20,2,0,Summer,739.7508702947617,38002.53109886915
2021-05-21,892.8266669752321,38860.6316839934,2021,5,141,4,20,2,0,Summer,759.209622339168,37967.80501701817
2021-05-22,883.0189022086081,35679.99832095709,2021,5,142,5,20,2,1,Summer,765.5356011305378,34796.97941874849
2021-05-23,473.448060743328,35434.10165209021,2021,5,143,6,20,2,1,Summer,754.504798828493,34960.65359134688
2021-05-24,587.0730054562562,38998.8876380638,2021,5,144,0,21,2,0,Summer,750.7161358709761,38411.814632607544
2021-05-25,885.9196038211202,38990.81950330033,2021,5,145,1,21,2,0,Summer,759.9602911858849,38104.899899479205
2021-05-26,309.24649421740804,39974.64431848184,2021,5,146,2,21,2,0,Summer,750.6114084038594,39665.39782426444
2021-05-27,212.60643102864,39423.9965030253,2021,5,147,3,21,2,0,Summer,728.0455352651713,39211.39007199666
2021-05-28,180.71483459356804,39477.15993179318,2021,5,148,4,21,2,0,Summer,704.4192202725218,39296.44509719961
2021-05-29,308.34474698016004,36279.36508883389,2021,5,149,5,21,2,1,Summer,687.8081293028353,35971.02034185373
2021-05-30,599.3411424200641,35974.32178465347,2021,5,150,6,21,2,1,Summer,686.0218976934049,35374.9806422334
2021-05-31,711.0879989558401,39730.30787871287,2021,5,151,0,22,2,0,Summer,687.7559630915425,39019.21987975703
2021-06-01,866.1872166298562,41606.870724697466,2021,6,152,1,22,2,0,Summer,698.0143778118721,40740.68350806761
2021-06-02,261.79871223369605,41522.95308608361,2021,6,153,2,22,2,0,Summer,683.1278798857921,41261.15437384992
2021-06-03,866.1157600455361,41727.70752915292,2021,6,154,3,22,2,0,Summer,690.9242057080705,40861.591769107385
2021-06-04,867.2799795168961,42111.25226210121,2021,6,155,4,22,2,0,Summer,704.2108197586177,41243.97228258431
2021-06-05,810.0643438831681,37758.77605748075,2021,6,156,5,22,2,1,Summer,719.060996825741,36948.71171359758
2021-06-06,845.7881917921922,37587.74724312431,2021,6,157,6,22,2,1,Summer,715.7629966044096,36741.959051332116
2021-06-07,783.1331415325442,41994.72763723872,2021,6,158,0,23,2,0,Summer,714.7211944618945,41211.59449570617
2021-06-08,507.9588895624321,41839.6476760176,2021,6,159,1,23,2,0,Summer,700.3188177993217,41331.68878645517
2021-06-09,471.3182188197121,42193.617542904285,2021,6,160,2,23,2,0,Summer,692.0230685474305,41722.299324084575
2021-06-10,676.060155606528,42167.13495489549,2021,6,161,3,23,2,0,Summer,681.2549505254593,41491.07479928896
2021-06-11,515.4308954435521,42153.82036248625,2021,6,162,4,23,2,0,Summer,666.2301463471105,41638.389467042696
2021-06-12,567.7648263777602,38424.1861619912,2021,6,163,5,23,2,1,Summer,658.5561216641089,37856.42133561344
2021-06-13,829.409819812992,38017.20428272827,2021,6,164,6,23,2,1,Summer,659.1010391190721,37187.79446291528
2021-06-14,495.68003411097607,42798.46348872387,2021,6,165,0,24,2,0,Summer,643.577093270813,42302.783454612894
2021-06-15,785.5201400175363,41871.38409240924,2021,6,166,1,24,2,0,Summer,643.9069060737985,41085.8639523917
2021-06-16,630.4256280210242,41542.11465924092,2021,6,167,2,24,2,0,Summer,640.2137393222209,40911.689031219896
2021-06-17,245.87452527580805,42213.851612761275,2021,6,168,3,24,2,0,Summer,621.1820565586946,41967.977087485466
2021-06-18,139.88828942668803,42124.910346259625,2021,6,169,4,24,2,0,Summer,600.1017541890625,41985.02205683294
2021-06-19,636.6558578941442,38728.47637761276,2021,6,170,5,24,2,1,Summer,594.8660837801089,38091.82051971861
2021-06-20,767.439097061472,38342.66677172718,2021,6,171,6,24,2,1,Summer,590.6864981163169,37575.22767466571
2021-06-21,667.2434588075522,42477.83770737074,2021,6,172,0,25,2,0,Summer,583.4939833362818,41810.59424856318
2021-06-22,714.1838119004161,42132.57031875688,2021,6,173,1,25,2,0,Summer,591.5185083748513,41418.38650685646
2021-06-23,286.07791674211205,41952.55738778878,2021,6,174,2,25,2,0,Summer,581.4853387510465,41666.47947104667
2021-06-24,699.254701450272,42810.35193811881,2021,6,175,3,25,2,0,Summer,575.263175338685,42111.09723666854
2021-06-25,115.54573255632,42095.636077557756,2021,6,176,4,25,2,0,Summer,568.8064832833153,41980.09034500144
2021-06-26,111.2958086328,38684.88185946094,2021,6,177,5,25,2,1,Summer,565.4294625367872,38573.58605082814
2021-06-27,234.15364117728004,38516.76583388339,2021,6,178,6,25,2,1,Summer,567.2107560895777,38282.61219270611
2021-06-28,460.74159863424006,42638.35727557755,2021,6,179,0,26,2,0,Summer,572.2906511447138,42177.615676943315
2021-06-29,792.8444399103362,42443.61138063807,2021,6,180,1,26,2,0,Summer,578.7407610610561,41650.76694072773
2021-06-30,435.9637665947521,42619.09085533553,2021,6,181,2,26,2,0,Summer,569.5699533156865,42183.12708874078
2021-07-01,468.0909954737281,42396.470204895486,2021,7,182,3,26,3,0,Monsoon,556.3000792771489,41928.37920942176
2021-07-02,574.9613758405442,42035.90830198019,2021,7,183,4,26,3,0,Monsoon,566.7388347307104,41460.946926139644
2021-07-03,531.08450594496,38627.24143839384,2021,7,184,5,26,3,1,Monsoon,555.5711262606914,38096.15693244888
2021-07-04,462.48383215900816,38741.84111523652,2021,7,185,6,26,3,1,Monsoon,542.0779213487617,38279.357283077516
2021-07-05,495.2342147385601,43034.28976567656,2021,7,186,0,27,3,0,Monsoon,531.5835837106081,42539.05555093801
2021-07-06,758.904566628384,42289.556443069305,2021,7,187,1,27,3,0,Monsoon,528.6874628718145,41530.65187644092
2021-07-07,441.54156299616005,42722.19759680968,2021,7,188,2,27,3,0,Monsoon,517.3010769206016,42280.656033813524
2021-07-08,754.1781492864961,42665.4275750825,2021,7,189,3,27,3,0,Monsoon,525.5083855780705,41911.249425796006
2021-07-09,771.8644381852802,43147.90321424643,2021,7,190,4,27,3,0,Monsoon,535.5265928902561,42376.03877606115
2021-07-10,440.93383346073614,38568.61856215622,2021,7,191,5,27,3,1,Monsoon,527.6890488187297,38127.68472869548
2021-07-11,531.7642149177601,38934.682888063806,2021,7,192,6,27,3,1,Monsoon,528.2334928012034,38402.91867314604
2021-07-12,559.9963628138883,42552.94113916392,2021,7,193,0,28,3,0,Monsoon,527.9745440157409,41992.944776350036
2021-07-13,383.870173781952,42525.76761991199,2021,7,194,1,28,3,0,Monsoon,513.1232224813729,42141.89744613004
2021-07-14,123.125184740448,42950.86285891089,2021,7,195,2,28,3,0,Monsoon,500.7047275023553,42827.73767417044
2021-07-15,78.54150465532801,42605.5308740374,2021,7,196,3,28,3,0,Monsoon,477.1387729902817,42526.98936938208
2021-07-16,1.7764803999360004,42633.32647634763,2021,7,197,4,28,3,0,Monsoon,456.1838014029121,42631.549995947695
2021-07-17,143.43236172460806,38482.1906229373,2021,7,198,5,28,3,1,Monsoon,452.7690626178721,38338.75826121269
2021-07-18,340.888689744768,38791.723786028604,2021,7,199,6,28,3,1,Monsoon,459.4690759618081,38450.83509628384
2021-07-19,394.12096937136005,42855.22184680968,2021,7,200,0,29,3,0,Monsoon,451.3845796777153,42461.10087743832
2021-07-20,547.7828639944321,42225.96055830582,2021,7,201,1,29,3,0,Monsoon,444.0627052421473,41678.17769431139
2021-07-21,778.4007113805122,42657.8308239824,2021,7,202,2,29,3,0,Monsoon,447.7679469945793,41879.43011260188
2021-07-22,584.181715198752,42439.677616611654,2021,7,203,3,29,3,0,Monsoon,443.43454377119053,41855.495901412905
2021-07-23,771.3729563126401,42663.49451182618,2021,7,204,4,29,3,0,Monsoon,459.61104509020805,41892.12155551354
2021-07-24,371.05173397670404,38430.17975137514,2021,7,205,5,29,3,1,Monsoon,448.6709461744225,38059.128017398434
2021-07-25,1.5794519400000002,38476.26276375137,2021,7,206,6,29,3,1,Monsoon,444.8720701538785,38474.68331181137
2021-07-26,146.408354177184,42295.30575110011,2021,7,207,0,30,3,0,Monsoon,446.0424883386913,42148.89739692293
2021-07-27,465.3352112999041,42389.46884680969,2021,7,208,1,30,3,0,Monsoon,453.7485406761121,41924.13363550978
2021-07-28,677.3782681607041,41985.849555280525,2021,7,209,2,30,3,0,Monsoon,460.9697629936609,41308.47128711982
2021-07-29,718.0952756123521,42297.395321782176,2021,7,210,3,30,3,0,Monsoon,458.4781241837281,41579.300046169825
2021-07-30,247.935350596032,42381.52454812981,2021,7,211,4,30,3,0,Monsoon,452.2105103171041,42133.58919753378
2021-07-31,202.90820397724806,38233.87232123212,2021,7,212,5,30,3,1,Monsoon,443.37108393388814,38030.96411725487
2021-08-01,238.37297819702405,36843.01804922992,2021,8,213,6,30,3,1,Monsoon,432.1514706791041,36604.64507103289
2021-08-02,417.4183429827841,40725.409627062705,2021,8,214,0,31,3,0,Monsoon,428.3625985803649,40307.99128407992
2021-08-03,361.582429421664,40392.20105638063,2021,8,215,1,31,3,0,Monsoon,424.99921848912004,40030.61862695897
2021-08-04,313.43071294022405,40059.83765016501,2021,8,216,2,31,3,0,Monsoon,418.93910176250887,39746.40693722479
2021-08-05,492.7446499124161,40388.869697469745,2021,8,217,3,31,3,0,Monsoon,410.06710453864326,39896.12504755733
2021-08-06,596.34136015344,40586.79305143014,2021,8,218,4,31,3,0,Monsoon,415.2270977772193,39990.4516912767
2021-08-07,496.9638126478081,36367.7774339934,2021,8,219,5,31,3,1,Monsoon,406.65328655592964,35870.81362134559
2021-08-08,475.9873837519682,36233.202300055,2021,8,220,6,31,3,1,Monsoon,396.79071807481927,35757.21491630303
2021-08-09,627.52083072624,39929.32276210121,2021,8,221,0,32,3,0,Monsoon,403.0102846503361,39301.801931374976
2021-08-10,452.7429054413761,40251.55000385039,2021,8,222,1,32,3,0,Monsoon,400.3762410011233,39798.807098409015
2021-08-11,516.305541464064,39990.124475522556,2021,8,223,2,32,3,0,Monsoon,398.91988028946247,39473.818934058494
2021-08-12,205.18505475177602,40090.14238916391,2021,8,224,3,32,3,0,Monsoon,392.9637096551233,39884.95733441214
2021-08-13,242.97713506598404,39712.47836578658,2021,8,225,4,32,3,0,Monsoon,396.95877466597443,39469.50123072059
2021-08-14,171.35323776806402,35582.35140566557,2021,8,226,5,32,3,1,Monsoon,400.0524991030656,35410.9981678975
2021-08-15,504.18563334163207,36090.00425632563,2021,8,227,6,32,3,1,Monsoon,416.79947086778884,35585.818622984
2021-08-16,486.3328157445121,39448.45465319032,2021,8,228,0,33,3,0,Monsoon,428.22948600178563,38962.121837445804
2021-08-17,217.18348668086404,39828.42642849285,2021,8,229,1,33,3,0,Monsoon,424.1059792329889,39611.24294181199
2021-08-18,491.99017295260813,39551.33867959296,2021,8,230,2,33,3,0,Monsoon,427.36828601903045,39059.34850664035
2021-08-19,340.5386396237761,39413.475620737074,2021,8,231,3,33,3,0,Monsoon,420.46014520667524,39072.9369811133
2021-08-20,108.54080873856003,39487.5202389989,2021,8,232,4,33,3,0,Monsoon,398.1314817852769,39378.97943026034
2021-08-21,40.818440944512005,35503.74502640264,2021,8,233,5,33,3,1,Monsoon,380.0193726434689,35462.92658545813
2021-08-22,18.626901546528,35747.12733250825,2021,8,234,6,33,3,1,Monsoon,354.92783748459846,35728.50043096172
2021-08-23,34.868808878112006,39434.52715099009,2021,8,235,0,34,3,0,Monsoon,343.721739981312,39399.65834211198
2021-08-24,101.98693282377603,38808.32304152915,2021,8,236,1,34,3,0,Monsoon,347.0686560107713,38706.33610870537
2021-08-25,158.14309388169602,39533.08250385038,2021,8,237,2,34,3,0,Monsoon,347.45981400092165,39374.93940996868
2021-08-26,16.292188367136006,39235.18638531353,2021,8,238,3,34,3,0,Monsoon,332.4917132364961,39218.89419694639
2021-08-27,11.038996571328,38647.649047854786,2021,8,239,4,34,3,0,Monsoon,310.28040418351685,38636.61005128346
2021-08-28,66.10152332044801,35200.026896864685,2021,8,240,5,34,3,1,Monsoon,288.54727910712006,35133.92537354424
2021-08-29,98.48599590297601,34959.29674642464,2021,8,241,6,34,3,1,Monsoon,283.56563395068486,34860.81075052166
2021-08-30,346.68425444400003,38957.38695709571,2021,8,242,0,35,3,0,Monsoon,288.3581689662432,38610.70270265171
2021-08-31,283.78956320035206,39043.77188943894,2021,8,243,1,35,3,0,Monsoon,289.87205513302087,38759.98232623859
2021-09-01,48.522419298144,35719.48288558856,2021,9,244,2,35,3,0,Monsoon,277.5755243435329,35670.96046629042
2021-09-02,211.18270215715205,35204.95830913091,2021,9,245,3,35,3,0,Monsoon,272.5622001013825,34993.77560697376
2021-09-03,180.31223774044804,35861.804438943895,2021,9,246,4,35,3,0,Monsoon,268.1249175947233,35681.492201203444
2021-09-04,219.93839943292798,32361.529590484046,2021,9,247,5,35,3,1,Monsoon,259.03137591207366,32141.591191051117
2021-09-05,4.164786017568002,32163.921365786577,2021,9,248,6,35,3,1,Monsoon,239.29215677421124,32159.756579769008
2021-09-06,10.369831801824,35144.22060396039,2021,9,249,0,36,3,0,Monsoon,223.07235741267843,35133.85077215857
2021-09-07,61.359333244704004,35073.336731023104,2021,9,250,1,36,3,0,Monsoon,209.25142239576965,35011.9773977784
2021-09-08,132.692785670016,35780.59325110011,2021,9,251,2,36,3,0,Monsoon,192.75715422722885,35647.900465430095
2021-09-09,144.68659906377601,35299.66067931793,2021,9,252,3,36,3,0,Monsoon,182.48861068130884,35154.97408025416
2021-09-10,145.04562482889602,34710.71077145214,2021,9,253,4,36,3,0,Monsoon,170.1132801268032,34565.66514662324
2021-09-11,174.514058775936,31726.059218921888,2021,9,254,5,36,3,1,Monsoon,169.09091359427524,31551.545160145954
2021-09-12,2.673696244032,31725.481216996697,2021,9,255,6,36,3,1,Monsoon,161.0807989668768,31722.807520752664
2021-09-13,2.2329311178240006,34591.693784653464,2021,9,256,0,37,3,0,Monsoon,155.44345541186883,34589.46085353564
2021-09-14,7.652825896320001,34038.28673432343,2021,9,257,1,37,3,0,Monsoon,138.89236183035842,34030.63390842711
2021-09-15,26.132718591936005,34303.04322717272,2021,9,258,2,37,3,0,Monsoon,123.55235859193922,34276.91050858078
2021-09-16,25.134330681504,34149.26090951595,2021,9,259,3,37,3,0,Monsoon,117.15072005862723,34124.126578834446
2021-09-17,61.940397274272016,34281.56801155116,2021,9,260,4,37,3,0,Monsoon,102.81572753601601,34219.627614276884
2021-09-18,93.68664055977602,31151.90282920792,2021,9,261,5,37,3,1,Monsoon,94.58732756721602,31058.216188648144
2021-09-19,142.334631733536,31151.41428960396,2021,9,262,6,37,3,1,Monsoon,95.71378833371521,31009.079657870425
2021-09-20,128.328095500704,34065.921846259625,2021,9,263,0,38,3,0,Monsoon,98.63077681892163,33937.59375075892
2021-09-21,73.37266648588802,33696.39300247525,2021,9,264,1,38,3,0,Monsoon,100.45563565023362,33623.02033598936
2021-09-22,148.74855731366404,33894.46274119912,2021,9,265,2,38,3,0,Monsoon,104.25162726475202,33745.71418388545
2021-09-23,37.49536120492801,33623.085886963694,2021,9,266,3,38,3,0,Monsoon,102.10190821079043,33585.590525758766
2021-09-24,12.585334484448001,33143.78978382838,2021,9,267,4,38,3,0,Monsoon,97.24998289754882,33131.20444934393
2021-09-25,2.908021555296,30667.475909240922,2021,9,268,5,38,3,1,Monsoon,96.80384400382081,30664.567887685625
2021-09-26,3.0766416658560005,30367.861669966995,2021,9,269,6,38,3,1,Monsoon,96.53843217363843,30364.78502830114
2021-09-27,0.8871073516800001,33309.71263173817,2021,9,270,0,39,3,0,Monsoon,94.36461830801281,33308.82552438649
2021-09-28,0.004531393152,33503.21556958195,2021,9,271,1,39,3,0,Monsoon,91.08190282435201,33503.2110381888
2021-09-29,0.4097425115520001,33393.87482150715,2021,9,272,2,39,3,0,Monsoon,79.53941909327041,33393.46507899559
2021-09-30,0.9407869320960002,33223.39128850385,2021,9,273,3,39,3,0,Monsoon,70.11112655099522,33222.45050157176
2021-10-01,3.529170985824001,33199.04020544555,2021,10,274,4,39,4,0,Monsoon,68.61135160725121,33195.51103445973
2021-10-02,4.2529738996800015,29756.982905665565,2021,10,275,5,39,4,1,Monsoon,61.71369399866881,29752.729931765884
2021-10-03,10.272581133408002,30531.26668509351,2021,10,276,6,39,4,1,Monsoon,56.0457054451008,30520.9941039601
2021-10-04,58.092983061696,32934.19339741474,2021,10,277,0,40,4,0,Monsoon,50.6508582327264,32876.100414353044
2021-10-05,85.16056291776002,33000.349108910894,2021,10,278,1,40,4,0,Monsoon,53.35071746273281,32915.188545993136
2021-10-06,118.38560892998404,32796.66861468647,2021,10,279,2,40,4,0,Monsoon,56.95124336700481,32678.283005756482
2021-10-07,66.48172463433602,32590.04148129813,2021,10,280,3,40,4,0,Monsoon,57.12198974665921,32523.55975666379
2021-10-08,2.869591855680001,32224.201072057203,2021,10,281,4,40,4,0,Monsoon,52.79454995284801,32221.331480201523
2021-10-09,8.388393003936,29103.82447717272,2021,10,282,5,40,4,1,Monsoon,48.25127641752001,29095.43608416878
2021-10-10,16.634221407936003,28949.874828657867,2021,10,283,6,40,4,1,Monsoon,43.970896303488004,28933.24060724993
2021-10-11,18.359636492736,31639.943353135313,2021,10,284,0,41,4,0,Monsoon,38.765748894048,31621.583716642577
2021-10-12,21.168751678272002,32212.07656490649,2021,10,285,1,41,4,0,Monsoon,39.382250741856005,32190.907813228216
2021-10-13,25.727507473536,32753.75742849285,2021,10,286,2,41,4,0,Monsoon,40.1654032870464,32728.02992101931
2021-10-14,29.543114791872007,32052.44550825082,2021,10,287,3,41,4,0,Monsoon,40.89507958356481,32022.90239345895
2021-10-15,32.128623153792006,31910.434109735972,2021,10,288,4,41,4,0,Monsoon,41.094943068960006,31878.30548658218
2021-10-16,57.19637721283202,28867.878852310227,2021,10,289,5,41,4,1,Monsoon,42.163677953337604,28810.682475097394
2021-10-17,58.62333034483201,28543.180938943893,2021,10,290,6,41,4,1,Monsoon,42.0531090556896,28484.55760859906
2021-10-18,91.68707618928002,31956.269828657863,2021,10,291,0,42,4,0,Monsoon,41.98645691000641,31864.582752468585
2021-10-19,41.59060776604801,31312.31721149615,2021,10,292,1,42,4,0,Monsoon,38.62832277775681,31270.7266037301
2021-10-20,97.71452621884802,31176.428972772275,2021,10,293,2,42,4,0,Monsoon,37.60787046836161,31078.714446553426
2021-10-21,86.48451399772803,31903.226497249725,2021,10,294,3,42,4,0,Monsoon,38.044932052089614,31816.741983251995
2021-10-22,131.78580990220803,30946.38082040704,2021,10,295,4,42,4,0,Monsoon,37.47950713837441,30814.595010504832
2021-10-23,110.35066459190402,27977.22548927393,2021,10,296,5,42,4,1,Monsoon,39.908017251273606,27866.874824682025
2021-10-24,49.67391601180801,27818.535705445545,2021,10,297,6,42,4,1,Monsoon,41.144303302185605,27768.861789433737
2021-10-25,28.927019607552005,31599.027986248624,2021,10,298,0,43,4,0,Monsoon,42.01160323726081,31570.100966641072
2021-10-26,28.896258419424004,30957.1090770077,2021,10,299,1,43,4,0,Monsoon,42.87225712904641,30928.212818588276
